UM_ID_UM,REGION_OFC,SUBREG,PROVINCIA,MEDIA_ALTURA_UM_EST,SUMA_DAP_X_UM,AREA_BASAL_UM_HA,VOL_M3_HA,BIOMASA_TN_HA,CARBONO_TN_HA,BIOMASA_KG_HA,CARBONO_KG_HA,CANTIDAD_IND_VIVOS_UM,CANTIDAD_IND_VIVOS_HA,PORCENTAJE_COB_3,PORCENTAJE_COB_7,PORCENTAJE_COB_TOTAL,PORCENTAJE_COB_ARBUSTIVA,PORCENTAJE_COB_INFERIOR,MEDIA_ALT_TOCONES,MEDIA_DAB_TOCONES,CANTIDAD_TOCONES_X_UM,CANTIDAD_TOCONES_X_HA,REGENERACION_UM,REGENERACION_HA,LONGITUD_GRILLA,LATITUD_GRILLA,LONGITUD_INSTALACION,LATITUD_INSTALACION,ALTITUD,PENDIENTE_CATEGORIA,EXPOSICION,OTBN_CATEGORIA,FECHA_UM_ANIO,FECHA_UM_MES,DURACION_RELEVAMIENTO_SEGUNDOS,JEFE_BRIGADA,NO_PERSONAS_BRIGADA,INSTRUMENTAL_DIAMETROS,INSTRUMENTAL_ALTURAS,DATOS_REFERENCIA,OBSERVACIONES_UM,TIPO_PAISAJE,SALINIDAD_PRESENCIA,INCENDIOS_RASTROS,PASTOREO_PRESENCIA,GANADO_BOVINO,GANADO_OVINO,GANADO_CAPRINO,GANADO_EQUINO,GANADO_OTRO,GANADO_OTRO_TIPO,EROSION_PRESENCIA,EROSION_FISICA_PRESENCIA,EROSION_EOLICA_PRESENCIA,EROSION_HIDRICA_PRESENCIA,MATERIAL_CAIDO_TRANSECTA_NORTE_FINO,MATERIAL_CAIDO_TRANSECTA_NORTE_MEDIANO,MATERIAL_CAIDO_TRANSECTA_SUR_FINO,MATERIAL_CAIDO_TRANSECTA_SUR_MEDIANO,PFNM_PRESENCIA_RESUMEN,PFNM_REGISTRO_1,PFNM_REGISTRO_2,PFNM_REGISTRO_3,PFNM_REGISTRO_4,PFNM_REGISTRO_5,FORMAS_HELECHOS,FORMAS_CACTACEAS,FORMAS_EPIFITAS,FORMAS_BRIOFITAS,FORMAS_LIANAS,FORMAS_ORQUIDEAS,FORMAS_GRAMINEAS,FORMAS_OTRAS,Ley_N1_06,Ley_N2_06,PRESENTA_IND_INVENTARIABLE,CUENCA_FORESTAL
14060096,PCH,Chaco Árido,14,4.5,1.609384115,3.151422776,14.15036836,7.975567164,3.828272239,7975.567164,3828.272239,16,482.3,61.97183099,0,61.97183099,32.3943662,95.77464789,NA,NA,0,0,22,4400,-64702659,-30431774,-6470266667,-3043177778,426,sin_pendiente,NA,I,2019,8,8640,Sergio Rode,2,forcipula,vara,contacto antonio boher (encargado) campo la sevillana tel 0351-7329534. desde chuna por ruta prov. nº16 -  acceso por ripio a tranquera cerrada -  ahi 2km al punto de referencia y desde ahi a la um.,monte bajo secundario -  gran cantidad de cactaceas (cardon -  cola de leon) . sin evidencia de uso ganadero reciente.,llano,ausencia,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,8,3,32,2,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
14060145,ESP,Distrito del Caldén,30,5,5.870111418,10.5166234,95.22471018,34.6875878,16.65004214,34687.5878,16650.04214,42,800.9,100,0,100,0,0,10.66666667,25.66666667,3,30,13,2600,-64788501,-34848182,-647885,-3484819444,258,sin_pendiente,NA,sin_categoria,2019,9,16200,Emilio Montefinale,2,forcipula,hipsometro,"desde villa huidobro (s34º50'12.6"" o64º35'29.6"") por camino de tierra hasta punto de referencia y luego caminando hasta um.","monte bajo -  cerrado semixerofito. ""reserva forestal natural estancia rauco""",llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,36,0,138,0,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Bosques de caldén abierto con arbustos,SI,#N/A
14061088,PCH,Chaco Árido,14,5.38,1.551379726,2.73727769,10.81467518,10.28288142,4.935783083,10282.88142,4935.783083,10,158.6,22.53521127,0,22.53521127,45.07042254,100,NA,NA,0,0,21,4200,-6458705,-29711698,-6458705556,-2971169444,145,sin_pendiente,NA,I,2019,8,4500,Sergio Rode,2,forcipula,vara,desde lucio v. mansilla a el tuscal (15km) -  derecho hasta establecimiento la colina. contacto: sr. enrique curi tel.0351-2110445.,monte secundario muy explotado con algunos ejemplares maduros de quebracho blanco. borde de salina.,llano,presencia,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,15,2,22,0,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI,#N/A
14061089,PCH,Chaco Árido,14,5.221428571,1.932334436,2.691781459,7.933672064,8.943555441,4.292906612,8943.555441,4292.906612,14,227.9,84.50704225,0,84.50704225,100,30.98591549,NA,NA,0,0,17,3400,-64588471,-29801876,-6458847222,-2980188889,183,sin_pendiente,NA,I,2019,10,7560,Bruno Acevedo,2,forcipula,vara,desde lucio v. mansilla al este por ripio durante 10.2km luego al sur por 3.04km.,monte muy denso,llano,presencia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,10,0,12,1,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI,#N/A
14061090,PCH,Chaco Árido,14,5.246666667,2.228130232,3.356563749,15.16739923,12.69506646,6.093631901,12695.06646,6093.631901,15,208.6,45.07042254,11.26760563,54.92957746,100,16.90140845,NA,NA,0,0,14,2800,-645899,-29892054,-6458988889,-2989205556,200,sin_pendiente,NA,I,2019,10,6420,Bruno Acevedo,2,forcipula,vara,desde lucio v. mansilla al sur por ruta nacional 60 durante 5.3km luego al este por camino interno 6.7km y al sur por 5.3km.-,bosque muy denso.-,llano,presencia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,18,5,10,3,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI,#N/A
14061094,PCH,Chaco Árido,14,4.475,2.313785311,3.30678113,12.11090954,9.143354909,4.388810356,9143.354909,4388.810356,16,247.9,36.61971831,0,36.61971831,50.70422535,54.92957746,17,22.2,1,10,13,2600,-64595678,-3025275,-6459566667,-3025275,380,sin_pendiente,NA,I,2019,10,7200,Emilio Montefinale,2,forcipula,hipsometro,desde lalocalidad de nogoli hasta punto de ref. por camino de tierra -  luego caminando hasta um.,sin regeneracion en subparcela norte.,llano,ausencia,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,20,5,50,6,Prosopis flexuosa,Prosopis flexuosa,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI,#N/A
14061095,PCH,Chaco Árido,14,5.444827586,3.996057877,6.557737257,23.89330666,23.32470812,11.1958599,23324.70812,11195.8599,29,524.4,45.07042254,19.71830986,56.33802817,42.25352113,52.11267606,20.66666667,20.33333333,3,30,14,2800,-64597139,-3034292,-6459716667,-3034291667,426,sin_pendiente,NA,I,2019,8,7500,Sergio Rode,2,forcipula,vara,desde ruta nac. nº60 por entrada esc. policia federal 20km por caminos internos. de alli 1000m a pie por alambre y 100m por monte hasta um.,campo muy bajo -  con carga animal -  remanente de quebracho blanco y tintitaco.,llano,ausencia,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,12,5,24,2,Condalia microphylla,Condalia microphylla,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI,#N/A
14062088,PCH,Chaco Árido,14,5,0.92992436,2.264828022,13.0474481,6.273604402,3.011330113,6273.604402,3011.330113,6,118.6,16.90140845,0,16.90140845,56.33802817,100,NA,NA,0,0,18,3600,-64483742,-29712896,-6448372222,-2971288889,139,sin_pendiente,NA,I,2019,8,4800,Sergio Rode,2,NA,vara,ruta nº60 desde lucio v. mansilla al e. el tuscal (4km al se. chanar) entrada a el bordo -  camino al n. y luego 3km a pie (sin contacto). acceso desde salina.,campo en borde de salina con tuscales y chanares -  bajos muy danados.,llano,presencia,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,9,0,0,0,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
14062089,PCH,Chaco Árido,14,6.047058824,2.658793518,4.285396038,15.41574714,17.48851068,8.394485125,17488.51068,8394.485125,17,257.9,12.67605634,14.08450704,26.76056338,80.28169014,100,NA,NA,0,0,26,5200,-64485071,-29803079,-6448505556,-2980308333,192,sin_pendiente,NA,I,2019,8,5700,Sergio Rode,2,forcipula,vara,ruta nº60 desde lucio v. mansilla a tuscal 3km campo san cayetano. ahi ingresar 5.5km al punto -  de ahi 1600m al pie -  500m dificiles (2hs).,campo muy roto. secundario. remanente de quebracho blanco regenerado. siete anos sin ganado.,llano,ausencia,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,7,4,32,8,Passifloraceae_Condalia microphylla,Passifloraceae,Condalia microphylla,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
14062092,PCH,Chaco Árido,14,5.204545455,3.69515418,8.179293632,26.12772758,29.39397879,14.10910982,29393.97879,14109.10982,22,454.4,11.26760563,0,11.26760563,59.15492958,78.87323944,12,18,1,10,13,2600,-64489096,-3007362,-6448911111,-3007363889,357,sin_pendiente,NA,I,2019,7,9000,Sergio Rode,2,forcipula,vara,desde quilina rutanº60 km 865.5 -  tranquera t.g.n. -  pedir permiso en dean funes . de alli 7km e. hasta el punto de ref. -  de ahi 500m a pie. contacto t.g.n.: alberto tel. 3521510950 - encargado ramon lesta / propietario rodriguez tel. 351-6856835,monte secundario -  baja carga animal (equino).,llano,ausencia,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,18,8,12,4,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI,#N/A
14062093,PCH,Chaco Árido,14,4.76,1.032630138,1.542176575,6.811275105,4.5312381,2.174994288,4531.2381,2174.994288,10,246.5,25.35211268,0,25.35211268,78.87323944,64.78873239,28.4,15.74,10,100,14,2800,-6449045,-30163798,-6449044444,-3016377778,399,sin_pendiente,NA,I,2019,5,7800,Bruno Acevedo,2,forcipula,clinometro,ruta nº 60 a 4km de quilino al n. acceso a campo ganadero (sr. bula 03521650651).,campo ganadero con extraccion de lena fina. alta diversidad de cactaceas y arboreas. monte bajo -  deprimido con tintitaco -  quebracho blanco -  jarilla -  acacia y brea. # sin regeneracion en subparcela n. #algunos de los ejemplares de referencia poseen un dap<10cm -  por falta de individuos mas grandes proximos al centro de la um.,llano,presencia,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,12,14,35,8,Cactaceae,Cactaceae,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI,#N/A
14062095,PCH,Chaco Serrano,14,4.386666667,1.492430529,2.772726479,6.800394594,7.848144473,3.767109347,7848.144473,3767.109347,15,443,70.42253521,0,70.42253521,50.70422535,61.97183099,NA,NA,0,0,14,2800,-64493175,-30344149,-6449316667,-3034416667,517,sin_pendiente,NA,I,2019,6,7500,Bruno Acevedo,2,forcipula,vara,ruta nº60 km 834/835 acceso a san miguel. propietario sr. ignacio tel. (0351)2110445.,a 7m del camino el extremo ne de um. campo muy explotado -  bajo con renoval. ahora sin carga animal -  muy danado. en recuperacion. #sin regeneracion en subparcela n.,llano,ausencia,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,corzuela,TRUE,TRUE,FALSE,FALSE,13,2,26,3,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
14062101,PCH,Chaco Serrano,10,4.827272727,2.255795785,4.333037976,32.44222256,9.45375958,4.537804599,9453.75958,4537.804599,10,129.3,22.53521127,8.450704225,29.57746479,100,18.30985915,NA,NA,0,0,3,600,-64501502,-30885173,-6450147222,-3088516667,1215,sin_pendiente,NA,sin_categoria,2019,4,12600,Bruno Acevedo,3,forcipula,vara,"desde capilla del monte acceso a cerro las gemelas -  contactar al sr. luciano rodriguez (03548) 58 1684 propietario ""agua de los palos"".",campo 1000ha -  reserva privada y futuro loteo. pfnm: peperina menta piperita. subparcela n y e sin regeneracion.,serrano,ausencia,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,80,12,135,6,Lamiaceae,Lamiaceae,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
14062104,PCH,Chaco Serrano,14,4.547368421,2.957568381,5.174302925,39.1890558,13.59172498,6.524027991,13591.72498,6524.027991,19,336.5,26.76056338,70.42253521,32.3943662,88.73239437,100,NA,NA,0,0,6,1200,-64505751,-31155667,-6450575,-3115566667,904,pendiente_suave,SE,I,2019,4,9000,Bruno Acevedo,2,forcipula,vara,por ruta nº38 a comuna casa grande -  calle san martin al 1000 (al fondo). tranquera villa masek sr. eric 01153143366,ultimo incendio 2009. tala muy fuerte hace 7 anos. llano alto limpio hoy regenerado. presencia de exoticas. #registro nº11 ulmpu: ulmus pumila (olmo de siberia),serrano,presencia,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,0,0,21,0,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
14063088,PCH,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,2600,-64380428,-29714013,-6438041667,-2971402778,167,sin_pendiente,NA,sin_categoria,2019,7,3300,Sergio Rode,2,forcipula,vara,desde quilino por camino publico hacia los cadillos 50km. de ahi por alambrado 1.3km a pie e.,monte bajo achaparrado. marcas de rollo y fuego. breas -  garabatos -  tusca -  mistol -  pichana -  jarilla -  quebracho blanco -  retama. poca cobertura y altura muy por debajo de los 3m. no se relevaron individuos lenosos.,llano,presencia,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,26,2,30,0,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NO,#N/A
14063089,PCH,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,1000,-64381665,-298042,-6438169444,-2980419444,235,sin_pendiente,NA,sin_categoria,2019,7,2100,Sergio Rode,2,forcipula,vara,desde quilino por camino vecinal hacia los cadillos -  45km ea. el zapallar (puerta). de ahi por senda a pie al o. 1.5km. (lucas zanotti 0351-5522208 el zapallar),lomadas pedregosas con tusca y garabato negro -  achaparrado de unos 2m. con carga animal -  bobino. cobertura < 100.,colinado,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,109,3,13,0,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NO,#N/A
14063090,PCH,Chaco Árido,14,5.555555556,1.884034718,4.185496768,15.5372274,17.53088219,8.414823453,17530.88219,8414.823453,9,90,18.30985915,0,18.30985915,76.05633803,84.50704225,18.25,33,2,20,22,4400,-64382908,-29894386,-6438288889,-2989436111,275,sin_pendiente,NA,I,2019,8,5040,Sergio Rode,2,forcipula,vara,camino de tierra de agua hedionda al n. 10km establecimiento el guanaco -  2km en auto mas 1km a pie. encargado: franco tel.0321-522760 -  propietario ing. cadamuro tel. 0352-5436002.,monte bajo -  roto -  predominan garabato negro y jarilla. suelo tapizado de helechos gris. signos de incendios. sin mucha carga animal actualmente.,llano,ausencia,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,12,5,16,0,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI,#N/A
14063091,PCH,Chaco Árido,14,5.52,2.404900364,3.393918464,10.70493653,12.16073217,5.837151444,12160.73217,5837.151444,15,179.3,42.25352113,7.042253521,49.29577465,32.3943662,92.95774648,17.45,20.8,2,20,8,1600,-64384156,-2998457,-6438416667,-2998455556,370,sin_pendiente,NA,I,2019,8,5100,Sergio Rode,2,forcipula,vara,ruta nº60 a san jose de las salinas -  desde ahi 11km a agua hedionda y unos km al campo (gruta) almas del valle. encargado sr. carranza tel 0352-410919 e ing. barros tel. 0351-5305063,campo muy explotado en el pasado. alta incidencia de incendios. monte secundario bajo.,llano,ausencia,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,25,9,16,4,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI,#N/A
14063093,PCH,Chaco Árido,30,4.3375,0.98933068,1.333014048,2.363592273,3.495979369,1.678070097,3495.979369,1678.070097,8,138.6,7.042253521,0,7.042253521,74.64788732,63.38028169,NA,NA,0,0,12,2400,-64386669,-30164936,-6438663889,-3016491667,563,sin_pendiente,NA,sin_categoria,2019,5,5400,Bruno Acevedo,2,forcipula,vara,quilino por ruta nº21 alrededor de 9km -  de ahi a pie 450m al no.,camino muy explotado -  alta carga animal. suave pendiente. monte achaparrado -  bajo. # no se encontro regeneracion en subparcela s.,llano,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,17,3,22,2,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI,#N/A
14063094,PCH,Chaco Serrano,14,4.066666667,0.910703536,2.419327386,10.96584799,4.685275154,2.248932074,4685.275154,2248.932074,6,147.9,54.92957746,0,54.92957746,23.94366197,63.38028169,12.75,22.4,4,40,24,4800,-64387934,-30255116,-6438794444,-3025513889,545,sin_pendiente,NA,I,2019,10,7200,Emilio Montefinale,2,forcipula,hipsometro,"desde ruta nº60 (s30º21'45.4"" o64º23'9.6"") por camino de tierra hasta punto de ref. y lugo caminando hasta um.",abundante regeneracion de quebracho blanco y chanar. gran presencia de acacia gillesi.,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,80,0,60,0,Condalia microphylla_Bromelia sp._Prosopis flexuosa,Condalia microphylla,Bromelia sp.,Prosopis flexuosa,sin registro,sin registro,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
14063107,PCH,Chaco Serrano,14,5.15,1.55608923,2.449342477,15.38882222,6.230074301,2.990435664,6230.074301,2990.435664,10,129.3,30.98591549,0,30.98591549,32.3943662,100,NA,NA,0,0,14,2800,-64404913,-31427345,-6440491667,-3142736111,737,pendiente_moderada,NO,I,2019,4,9600,Bruno Acevedo,2,forcipula,vara,au. carlos paz en yocsina tomar colectora al punto de ref. reserva de la defensa la calera. area militar.,campos de la reserva de uso militar -  con bosque secundario actualmente con equinos. policia ambiental presente con actividades. monte con potencial de regeneracion. presencia de especies exoticas.,serrano,ausencia,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,25,3,27,6,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
14063112,PCH,Chaco Serrano,14,5.142857143,2.945167978,5.51092929,36.59802525,19.85043759,9.528210044,19850.43759,9528.210044,21,473.7,56.33802817,0,56.33802817,0,100,NA,NA,0,0,1,200,-64411712,-31878144,-6441169444,-3187813889,542,pendiente_suave,O,I,2019,6,4080,Bruno Acevedo,2,forcipula,clinometro,desde los molinos al sur por 2.3km -  luego al oeste por campo durante 3.1km,sin observaciones,serrano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,13,0,8,0,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
14063114,PCH,Chaco Serrano,14,5.35483871,6.056003777,13.67485975,94.80558535,43.19990491,20.73595436,43199.90491,20735.95436,31,515.1,33.8028169,26.76056338,47.88732394,100,100,NA,NA,0,0,2,400,-64414475,-32058453,-6441447222,-3205844444,638,pendiente_suave,N,I,2019,6,4800,Bruno Acevedo,2,forcipula,clinometro,desde las bajadas por ruta nacional 36 hacia el norte por 6.3km -  luego al oeste por 7.4km -  luego al norte por campo ganadero por 1.4km,sin observaciones,serrano,ausencia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,55,0,40,0,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
14063115,ESP,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,1000,-64415865,-32148606,-6441586111,-3214861111,634,pendiente_suave,NO,I,2019,6,3780,Bruno Acevedo,2,forcipula,clinometro,"desde embalce por ruta provincial nº5 antes de llegar al puente ""la vaca""  -  al norte por camino serrano.",sin observaciones,serrano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,32,4,29,2,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NO,#N/A
14064120,ESP,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,3200,-64316415,-32600512,-6431641667,-326005,677,sin_pendiente,NA,I,2019,10,12600,Emilio Montefinale,2,forcipula,hipsometro,"desde la localidad de elena (s32º34'6"" o64º23'26"") por camino de tierra hasta punto de referencia y despues caminando hasta um.",monte xerofito. #sin regeneracion en subparcela norte y sur.,colinado,presencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,28,0,20,0,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NO,#N/A
14065123,ESP,Distrito del Algarrobo,14,4.7,2.543715068,4.108477793,32.84781849,13.46479784,6.463102963,13464.79784,6463.102963,18,297.2,23.94366197,0,23.94366197,100,100,NA,NA,0,0,8,1600,-64213573,-32872037,-6421358333,-3287202778,455,pendiente_suave,NA,sin_categoria,2019,6,4980,Bruno Acevedo,2,forcipula,clinometro,desde cinco esquina al este por 3.6km -  luego al norte por 1.1km -  luego al este por 931m . luego por dentro del campo durante 1.5km,sin observaciones,colinado,ausencia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,75,6,62,0,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,Bosque cerrado,SI,#N/A
14066089,PCH,Chaco Serrano,14,2.892857143,2.173448216,4.224236219,32.31303374,6.970003401,3.345601633,6970.003401,3345.601633,14,227.9,0,0,0,1.408450704,100,14.6,5,1,10,4,800,-64071415,-2980708,-6407141667,-2980708333,642,pendiente_fuerte,NO,sin_categoria,2019,9,4320,Bruno Acevedo,2,forcipula,vara,la tranquera de acceso a la um se encuentra sobre la comuna de caspi,no hay regeneracion norte,colinado,presencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,19,0,28,0,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
14066092,PCH,Chaco Serrano,14,3.76875,1.70605967,3.4394714,26.76887515,7.692561293,3.692429421,7692.561293,3692.429421,16,453,14.08450704,0,14.08450704,100,100,NA,NA,0,0,34,6800,-64074319,-30077665,-6407433333,-3007763889,828,sin_pendiente,NA,I,2019,9,7260,Sergio Rode,2,forcipula,vara,campo sobre ruta nº21 -  entre caminiaga y ruta prv. nº18. acceso a vivienda -  luego 1.2km a pie. contacto: luis garay tel.03521-440112 (intendente san pedro norte),sierra con bosque muy bajo con molle -  piquillin -  tintitacos y moradillos. aparece ligustro/siempreverde (exotica).,serrano,ausencia,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,6,1,8,1,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI,#N/A
14066094,PCH,Chaco Serrano,14,7.696551724,5.45369653,11.46681209,78.79711159,51.17571881,24.56434503,51175.71881,24564.34503,29,407.2,64.78873239,36.61971831,78.87323944,11.26760563,78.87323944,NA,NA,0,0,3,600,-64076277,-30258048,-6407630556,-3025802778,690,pendiente_moderada,E,I,2019,9,9060,Sergio Rode,2,forcipula,vara,desde tulumba 15km por camino publico hasta paraje corral de barranco -  propiedad de la familia suarez. desde el camino al e. cauce del rio yosoro 1.3km. desde alli -  por cauce del rio 2km hasta el punto. contacto silvia arreguez tel:03521-443273 y leo arreguez tel:03521-409799.,parcela mitad en lecho del rio -  llano y mitad en cerro con pendiente. hace 50anos se llevaron todos los algarrobos. #sin regeneracion en subparcela n y o. / individuo nº22 solo se tomaron datos de altura aprox. ya que se encontraba en el agua.,serrano,ausencia,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,12,10,31,7,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TF,NA,SI,#N/A
